cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,reseña_id,texto_reseña,fecha_reseña,producto_categoria,longitud_reseña
51,6.0,8969.27,478.42,62.0,70.0,web,4.0,1051,"Muy recomendable, volvería a comprar.",2025-05-05,Retail,5
52,-5.0,-100,,,,,-3.0,1052,12345,2025-05-12,,1
53,30.0,5368.71,368.2,12.0,43.0,tienda_fisica,14.0,1053,Excelente atención y variedad de productos.,2025-04-25,Electrónica,6
54,13.0,9106.16,376.62,93.0,49.0,tienda_fisica,11.0,1054,Entrega rápida y buen empaque.,2025-11-25,Electrónica,5
55,9.0,1201.12,62.09,12.0,44.0,móvil,12.0,1055,No estoy satisfecho con la compra.,2025-10-31,Servicios,6
56,5.0,8540.64,477.95,74.0,1.0,tienda_fisica,5.0,1056,Entrega rápida y buen empaque.,2025-02-01,Electrónica,5
57,11.0,7724.24,402.81,120.0,17.0,web,9.0,1057,El producto llegó defectuoso.,2025-12-06,Hogar,4
58,1.0,5406.01,241.09,19.0,38.0,web,14.0,1058,El producto llegó defectuoso.,2025-04-23,Electrónica,4
59,5.0,7483.25,427.58,106.0,5.0,móvil,10.0,1059,Relación calidad-precio aceptable.,2025-06-13,Servicios,3
60,999.0,abc,-50.0,,,,50.0,1060,producto,2025-07-12,electronica,1
61,0.0,abc,-50.0,-10.0,,movil,50.0,1061,,2025-07-20,,0
62,999.0,,,400.0,,WEB,,1062,producto,2025-07-20,,1
63,23.0,9234.48,356.53,71.0,51.0,tienda_fisica,2.0,1063,Relación calidad-precio aceptable.,2025-03-09,Retail,3
64,999.0,abc,-50.0,400.0,-1.0,123,,1064,ok,2025-12-23,,1
65,26.0,7496.41,372.95,2.0,47.0,web,12.0,1065,No estoy satisfecho con la compra.,2025-10-22,Servicios,6
66,0.0,-100,-50.0,,,WEB,-3.0,1066,12345,2025-01-27,???,1
67,999.0,-100,,-10.0,-1.0,123,-3.0,1067,producto,2025-05-04,electronica,1
68,21.0,7464.74,392.41,102.0,12.0,móvil,13.0,1068,Excelente atención y variedad de productos.,2025-08-26,Ropa,6
69,21.0,6549.29,196.32,16.0,15.0,tienda_fisica,2.0,1069,Relación calidad-precio aceptable.,2025-03-04,Hogar,3
70,1.0,5889.16,493.93,62.0,36.0,tienda_fisica,12.0,1070,No estoy satisfecho con la compra.,2025-02-18,Ropa,6
71,21.0,7042.23,163.21,17.0,13.0,web,6.0,1071,"Muy recomendable, volvería a comprar.",2025-02-02,Hogar,5
72,27.0,7022.38,209.02,105.0,69.0,tienda_fisica,13.0,1072,El producto llegó defectuoso.,2025-09-29,Servicios,4
73,25.0,7542.23,483.53,115.0,16.0,tienda_fisica,3.0,1073,"El servicio fue regular, podría mejorar.",2025-11-03,Ropa,6
74,26.0,3177.25,38.79,74.0,27.0,web,11.0,1074,"Muy recomendable, volvería a comprar.",2025-03-24,Ropa,5
75,-5.0,abc,,,200.0,movil,-3.0,1075,,2025-08-05,,0
76,10.0,509.35,473.98,116.0,38.0,tienda_fisica,11.0,1076,No estoy satisfecho con la compra.,2025-10-01,Electrónica,6
77,17.0,9112.29,498.46,78.0,69.0,tienda_fisica,9.0,1077,Entrega rápida y buen empaque.,2025-04-18,Hogar,5
78,2.0,1921.33,163.86,107.0,28.0,tienda_fisica,3.0,1078,No estoy satisfecho con la compra.,2025-11-05,Electrónica,6
79,5.0,7304.59,222.57,71.0,33.0,tienda_fisica,5.0,1079,Relación calidad-precio aceptable.,2025-07-15,Retail,3
80,3.0,9450.17,344.73,89.0,19.0,web,9.0,1080,"Muy recomendable, volvería a comprar.",2025-04-15,Hogar,5
81,0.0,,-50.0,,,movil,,1081,ok,2025-01-14,,1
82,4.0,5338.13,348.31,53.0,9.0,web,6.0,1082,Relación calidad-precio aceptable.,2025-11-24,Electrónica,3
83,0.0,,-50.0,-10.0,,movil,-3.0,1083,,2025-07-13,electronica,0
84,19.0,8222.37,255.02,68.0,45.0,web,12.0,1084,Relación calidad-precio aceptable.,2025-10-20,Servicios,3
85,29.0,527.23,172.64,97.0,50.0,tienda_fisica,3.0,1085,"El servicio fue regular, podría mejorar.",2025-06-26,Retail,6
86,16.0,5943.49,144.35,88.0,66.0,tienda_fisica,12.0,1086,El producto llegó defectuoso.,2025-03-21,Ropa,4
87,2.0,9188.49,326.81,48.0,32.0,web,11.0,1087,Relación calidad-precio aceptable.,2025-11-08,Hogar,3
88,12.0,7994.77,261.07,36.0,55.0,móvil,9.0,1088,"Muy recomendable, volvería a comprar.",2025-04-28,Servicios,5
89,,-100,-50.0,-10.0,200.0,,-3.0,1089,12345,2025-02-17,electronica,1
90,999.0,-100,,400.0,200.0,,50.0,1090,ok,2025-03-11,,1
91,13.0,188.31,111.29,107.0,1.0,tienda_fisica,12.0,1091,"El servicio fue regular, podría mejorar.",2025-08-06,Ropa,6
92,24.0,6628.68,461.82,113.0,68.0,tienda_fisica,11.0,1092,No estoy satisfecho con la compra.,2025-11-08,Retail,6
93,0.0,-100,-50.0,,-1.0,,50.0,1093,producto,2025-06-30,,1
94,6.0,3764.17,74.35,117.0,32.0,móvil,14.0,1094,El producto llegó defectuoso.,2025-10-04,Hogar,4
95,16.0,2970.77,122.27,95.0,51.0,web,4.0,1095,Relación calidad-precio aceptable.,2025-06-06,Retail,3
96,30.0,4657.42,316.52,63.0,8.0,tienda_fisica,6.0,1096,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-04,Ropa,9
97,4.0,101.29,447.29,24.0,52.0,móvil,6.0,1097,Entrega rápida y buen empaque.,2025-01-05,Retail,5
98,0.0,,-50.0,,-1.0,,-3.0,1098,,2025-12-03,,0
99,,,,-10.0,200.0,,,1099,ok,2025-02-25,???,1
100,5.0,3569.69,228.3,46.0,26.0,tienda_fisica,2.0,1100,Excelente atención y variedad de productos.,2025-04-08,Hogar,6
101,,-100,-50.0,400.0,-1.0,WEB,,1101,12345,2025-12-07,???,1
102,18.0,4980.9,347.23,17.0,42.0,web,13.0,1102,"Muy recomendable, volvería a comprar.",2025-07-24,Hogar,5
103,4.0,9578.9,400.5,17.0,20.0,tienda_fisica,6.0,1103,Excelente atención y variedad de productos.,2025-09-14,Hogar,6
104,999.0,abc,-50.0,,,WEB,,1104,ok,2025-05-25,,1
105,24.0,5136.84,139.74,99.0,15.0,móvil,14.0,1105,Excelente atención y variedad de productos.,2025-05-15,Servicios,6
106,16.0,7079.29,408.78,90.0,65.0,web,10.0,1106,No estoy satisfecho con la compra.,2025-04-03,Hogar,6
107,-5.0,-100,,-10.0,,123,-3.0,1107,,2025-03-16,,0
108,28.0,557.01,215.5,40.0,30.0,tienda_fisica,4.0,1108,"El servicio fue regular, podría mejorar.",2025-06-22,Servicios,6
109,21.0,563.97,72.83,47.0,36.0,web,6.0,1109,El producto llegó defectuoso.,2025-12-31,Ropa,4
110,2.0,55.33,337.01,42.0,28.0,móvil,5.0,1110,Excelente atención y variedad de productos.,2025-08-30,Electrónica,6
111,0.0,,,,,123,,1111,12345,2025-02-27,,1
112,,abc,,400.0,200.0,,50.0,1112,ok,2025-11-06,,1
113,19.0,3871.29,445.85,17.0,16.0,tienda_fisica,1.0,1113,No estoy satisfecho con la compra.,2025-10-28,Retail,6
114,23.0,4485.41,67.35,70.0,44.0,tienda_fisica,5.0,1114,No estoy satisfecho con la compra.,2025-08-31,Servicios,6
115,2.0,1321.93,220.74,92.0,33.0,web,15.0,1115,Excelente atención y variedad de productos.,2025-10-14,Ropa,6
116,30.0,4389.45,251.75,68.0,65.0,móvil,13.0,1116,"El servicio fue regular, podría mejorar.",2025-01-12,Hogar,6
117,-5.0,abc,-50.0,400.0,-1.0,movil,50.0,1117,ok,2025-07-23,,1
118,6.0,4405.56,264.45,72.0,50.0,tienda_fisica,7.0,1118,"El servicio fue regular, podría mejorar.",2025-11-07,Ropa,6
119,0.0,abc,-50.0,400.0,,WEB,50.0,1119,,2025-12-29,,0
120,10.0,7097.13,285.03,22.0,29.0,móvil,1.0,1120,No estoy satisfecho con la compra.,2025-10-01,Retail,6
121,0.0,,-50.0,400.0,-1.0,,-3.0,1121,ok,2025-10-01,,1
122,-5.0,abc,,400.0,-1.0,movil,,1122,ok,2025-11-10,electronica,1
123,0.0,abc,,-10.0,,,-3.0,1123,ok,2025-10-03,,1
124,21.0,2610.58,320.59,78.0,71.0,tienda_fisica,4.0,1124,El producto llegó defectuoso.,2025-08-15,Electrónica,4
125,999.0,-100,,-10.0,200.0,movil,50.0,1125,producto,2025-08-11,,1
126,6.0,4620.93,411.49,23.0,25.0,móvil,10.0,1126,"Muy recomendable, volvería a comprar.",2025-09-09,Electrónica,5
127,10.0,1671.04,105.31,51.0,25.0,web,2.0,1127,"Buen producto, la calidad es excelente y llegó rápido.",2025-03-15,Retail,9
128,-5.0,abc,-50.0,400.0,-1.0,WEB,50.0,1128,12345,2025-02-21,???,1
129,25.0,8313.65,468.65,17.0,32.0,web,13.0,1129,"Buen producto, la calidad es excelente y llegó rápido.",2025-02-12,Electrónica,9
130,-5.0,abc,,400.0,-1.0,123,-3.0,1130,,2025-03-13,,0
131,10.0,3350.98,94.17,8.0,70.0,tienda_fisica,12.0,1131,Excelente atención y variedad de productos.,2025-05-17,Hogar,6
132,4.0,5469.19,69.23,114.0,54.0,web,3.0,1132,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-01,Electrónica,9
133,13.0,1516.4,334.58,29.0,50.0,web,11.0,1133,El producto llegó defectuoso.,2025-02-27,Servicios,4
134,10.0,3605.21,315.53,16.0,47.0,web,15.0,1134,"El servicio fue regular, podría mejorar.",2025-02-13,Servicios,6
135,14.0,5328.28,307.81,87.0,55.0,tienda_fisica,3.0,1135,Excelente atención y variedad de productos.,2025-12-08,Servicios,6
136,29.0,1084.03,459.79,85.0,48.0,tienda_fisica,15.0,1136,Entrega rápida y buen empaque.,2025-05-16,Retail,5
137,28.0,9334.29,91.35,84.0,19.0,tienda_fisica,6.0,1137,"Buen producto, la calidad es excelente y llegó rápido.",2025-03-17,Electrónica,9
138,4.0,5799.54,480.6,36.0,19.0,tienda_fisica,2.0,1138,"El servicio fue regular, podría mejorar.",2025-06-15,Hogar,6
139,11.0,4967.35,251.02,53.0,43.0,web,3.0,1139,Entrega rápida y buen empaque.,2025-12-01,Hogar,5
140,18.0,5361.02,275.59,106.0,30.0,móvil,7.0,1140,"Muy recomendable, volvería a comprar.",2025-02-12,Hogar,5
141,23.0,918.14,193.62,27.0,3.0,móvil,6.0,1141,No estoy satisfecho con la compra.,2025-10-13,Ropa,6
142,30.0,3526.01,427.4,111.0,18.0,web,5.0,1142,"Buen producto, la calidad es excelente y llegó rápido.",2025-08-24,Electrónica,9
143,0.0,-100,-50.0,400.0,-1.0,123,-3.0,1143,,2025-12-23,???,0
144,12.0,588.13,70.88,75.0,10.0,móvil,8.0,1144,El producto llegó defectuoso.,2025-11-01,Electrónica,4
145,5.0,835.98,56.99,73.0,54.0,web,3.0,1145,Entrega rápida y buen empaque.,2025-04-04,Servicios,5
146,16.0,4144.65,181.92,101.0,2.0,web,5.0,1146,Relación calidad-precio aceptable.,2025-02-26,Ropa,3
147,0.0,-100,,,200.0,,,1147,producto,2025-10-11,,1
148,23.0,2311.78,467.1,35.0,12.0,móvil,9.0,1148,Relación calidad-precio aceptable.,2025-07-13,Ropa,3
149,20.0,607.17,208.3,106.0,72.0,web,10.0,1149,El producto llegó defectuoso.,2025-02-09,Servicios,4
150,21.0,6436.81,417.08,22.0,7.0,móvil,13.0,1150,Entrega rápida y buen empaque.,2025-07-10,Hogar,5
151,4.0,824.2,309.53,109.0,43.0,web,1.0,1151,"El servicio fue regular, podría mejorar.",2025-05-03,Retail,6
152,0.0,abc,-50.0,,-1.0,123,50.0,1152,,2025-04-14,,0
153,3.0,9767.8,291.1,73.0,62.0,web,1.0,1153,Relación calidad-precio aceptable.,2025-01-25,Servicios,3
154,,,-50.0,,,movil,50.0,1154,ok,2025-07-02,,1
155,14.0,8970.29,261.72,65.0,20.0,tienda_fisica,1.0,1155,Entrega rápida y buen empaque.,2025-10-28,Electrónica,5
156,10.0,1654.17,347.54,11.0,12.0,móvil,12.0,1156,"Buen producto, la calidad es excelente y llegó rápido.",2025-04-29,Ropa,9
157,17.0,5187.19,369.79,84.0,67.0,tienda_fisica,15.0,1157,Excelente atención y variedad de productos.,2025-06-24,Servicios,6
158,12.0,6253.53,471.27,6.0,50.0,web,4.0,1158,Relación calidad-precio aceptable.,2025-04-17,Retail,3
159,19.0,6296.51,258.81,104.0,2.0,tienda_fisica,3.0,1159,Excelente atención y variedad de productos.,2025-06-08,Electrónica,6
160,15.0,3171.5,468.35,21.0,9.0,web,5.0,1160,"El servicio fue regular, podría mejorar.",2025-10-23,Hogar,6
161,23.0,7730.81,143.81,61.0,33.0,web,13.0,1161,Excelente atención y variedad de productos.,2025-08-15,Electrónica,6
162,2.0,3666.55,157.58,53.0,17.0,web,8.0,1162,"Muy recomendable, volvería a comprar.",2025-07-07,Electrónica,5
163,3.0,6837.9,262.85,34.0,6.0,tienda_fisica,10.0,1163,Entrega rápida y buen empaque.,2025-11-26,Retail,5
164,-5.0,,,-10.0,200.0,WEB,,1164,,2025-02-07,,0
165,999.0,,,-10.0,-1.0,,-3.0,1165,ok,2025-02-25,,1
166,13.0,3320.77,172.3,78.0,63.0,móvil,4.0,1166,No estoy satisfecho con la compra.,2025-12-26,Hogar,6
167,2.0,5473.56,475.3,19.0,28.0,web,6.0,1167,"Muy recomendable, volvería a comprar.",2025-10-18,Retail,5
168,,,,-10.0,-1.0,123,-3.0,1168,,2025-01-12,???,0
169,9.0,6375.09,60.12,9.0,36.0,tienda_fisica,7.0,1169,Relación calidad-precio aceptable.,2025-02-11,Hogar,3
170,0.0,abc,,-10.0,-1.0,,-3.0,1170,producto,2025-08-08,???,1
171,,,,,200.0,movil,50.0,1171,,2025-03-24,,0
172,27.0,148.82,395.87,77.0,26.0,móvil,2.0,1172,El producto llegó defectuoso.,2025-12-08,Retail,4
173,1.0,1547.54,240.16,19.0,64.0,web,14.0,1173,Entrega rápida y buen empaque.,2025-06-12,Retail,5
174,-5.0,,-50.0,400.0,,,50.0,1174,producto,2025-10-24,electronica,1
175,0.0,abc,,-10.0,,WEB,-3.0,1175,12345,2025-04-08,,1
176,27.0,3669.75,164.93,40.0,65.0,tienda_fisica,14.0,1176,Entrega rápida y buen empaque.,2025-03-05,Electrónica,5
177,14.0,3549.7,417.53,55.0,67.0,tienda_fisica,13.0,1177,El producto llegó defectuoso.,2025-06-21,Hogar,4
178,,-100,-50.0,400.0,,WEB,,1178,12345,2025-05-26,???,1
179,23.0,6222.75,464.07,110.0,13.0,tienda_fisica,2.0,1179,Relación calidad-precio aceptable.,2025-02-23,Hogar,3
180,999.0,abc,-50.0,400.0,,,50.0,1180,,2025-10-25,???,0
181,7.0,2267.65,238.22,49.0,15.0,tienda_fisica,4.0,1181,El producto llegó defectuoso.,2025-08-29,Retail,4
182,30.0,8213.16,357.84,95.0,51.0,móvil,1.0,1182,El producto llegó defectuoso.,2025-07-11,Hogar,4
183,29.0,6603.88,167.55,116.0,54.0,tienda_fisica,11.0,1183,Relación calidad-precio aceptable.,2025-05-04,Retail,3
184,-5.0,-100,,400.0,200.0,,50.0,1184,,2025-06-12,,0
185,999.0,-100,,-10.0,200.0,123,,1185,,2025-03-07,???,0
186,29.0,3215.34,96.05,30.0,13.0,móvil,12.0,1186,El producto llegó defectuoso.,2025-03-06,Servicios,4
187,27.0,7633.61,460.0,108.0,71.0,tienda_fisica,3.0,1187,El producto llegó defectuoso.,2025-06-15,Ropa,4
188,-5.0,abc,-50.0,-10.0,200.0,,50.0,1188,12345,2025-10-06,,1
189,1.0,7436.28,82.66,59.0,46.0,web,3.0,1189,El producto llegó defectuoso.,2025-05-03,Ropa,4
190,18.0,8412.55,368.63,104.0,49.0,web,13.0,1190,No estoy satisfecho con la compra.,2025-05-14,Retail,6
191,21.0,280.25,492.7,111.0,14.0,móvil,2.0,1191,Excelente atención y variedad de productos.,2025-08-24,Electrónica,6
192,10.0,2656.85,106.7,10.0,64.0,web,14.0,1192,Excelente atención y variedad de productos.,2025-07-05,Electrónica,6
193,16.0,7964.64,218.6,63.0,10.0,web,4.0,1193,"El servicio fue regular, podría mejorar.",2025-12-18,Hogar,6
194,6.0,3022.61,453.75,85.0,5.0,móvil,2.0,1194,Excelente atención y variedad de productos.,2025-06-25,Hogar,6
195,6.0,5241.4,142.16,16.0,25.0,móvil,10.0,1195,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-16,Ropa,9
196,7.0,8675.4,75.1,28.0,4.0,tienda_fisica,6.0,1196,Excelente atención y variedad de productos.,2025-03-12,Ropa,6
197,999.0,-100,-50.0,,200.0,WEB,50.0,1197,ok,2025-11-30,electronica,1
198,999.0,-100,,-10.0,-1.0,,50.0,1198,producto,2025-05-24,???,1
199,6.0,7951.29,477.81,63.0,56.0,web,15.0,1199,Relación calidad-precio aceptable.,2025-08-17,Ropa,3
200,20.0,1120.21,203.86,26.0,46.0,tienda_fisica,6.0,1200,Entrega rápida y buen empaque.,2025-11-20,Retail,5
201,17.0,2567.98,216.71,78.0,68.0,móvil,6.0,1201,"Buen producto, la calidad es excelente y llegó rápido.",2025-07-23,Servicios,9
202,0.0,,-50.0,-10.0,-1.0,WEB,50.0,1202,12345,2025-07-10,electronica,1
203,11.0,6898.51,364.07,28.0,60.0,móvil,10.0,1203,"Buen producto, la calidad es excelente y llegó rápido.",2025-06-14,Electrónica,9
204,10.0,6037.93,273.09,14.0,72.0,tienda_fisica,5.0,1204,El producto llegó defectuoso.,2025-11-08,Electrónica,4
205,22.0,7574.2,172.54,41.0,26.0,tienda_fisica,4.0,1205,El producto llegó defectuoso.,2025-01-26,Electrónica,4
206,14.0,1236.63,237.34,77.0,42.0,móvil,10.0,1206,Relación calidad-precio aceptable.,2025-07-16,Electrónica,3
207,-5.0,,,-10.0,,,-3.0,1207,,2025-10-01,electronica,0
208,3.0,4725.44,418.33,54.0,39.0,web,5.0,1208,"Buen producto, la calidad es excelente y llegó rápido.",2025-06-12,Retail,9
209,16.0,6142.59,208.8,90.0,59.0,móvil,8.0,1209,Entrega rápida y buen empaque.,2025-11-25,Electrónica,5
210,1.0,2278.94,416.22,18.0,14.0,web,6.0,1210,"El servicio fue regular, podría mejorar.",2025-12-19,Retail,6
211,7.0,7254.87,409.9,105.0,69.0,web,1.0,1211,"El servicio fue regular, podría mejorar.",2025-12-19,Servicios,6
212,2.0,9474.09,56.02,43.0,49.0,móvil,5.0,1212,"El servicio fue regular, podría mejorar.",2025-12-24,Electrónica,6
213,0.0,,-50.0,400.0,,WEB,50.0,1213,,2025-08-17,???,0
214,19.0,4805.37,255.25,36.0,42.0,tienda_fisica,13.0,1214,No estoy satisfecho con la compra.,2025-09-05,Ropa,6
215,,abc,-50.0,400.0,200.0,movil,50.0,1215,,2025-04-16,electronica,0
216,7.0,180.62,123.75,105.0,50.0,web,4.0,1216,"Buen producto, la calidad es excelente y llegó rápido.",2025-09-07,Hogar,9
217,999.0,abc,-50.0,400.0,-1.0,WEB,-3.0,1217,ok,2025-04-23,electronica,1
218,25.0,4032.04,52.95,55.0,22.0,móvil,11.0,1218,No estoy satisfecho con la compra.,2025-06-07,Hogar,6
219,15.0,8768.15,377.61,31.0,3.0,tienda_fisica,15.0,1219,Excelente atención y variedad de productos.,2025-08-24,Electrónica,6
220,999.0,,,-10.0,200.0,,-3.0,1220,producto,2025-07-01,???,1
221,17.0,3370.71,231.84,48.0,13.0,web,1.0,1221,El producto llegó defectuoso.,2025-11-29,Hogar,4
222,7.0,4056.79,305.14,68.0,64.0,móvil,9.0,1222,Relación calidad-precio aceptable.,2025-08-10,Servicios,3
223,0.0,-100,-50.0,-10.0,200.0,,,1223,,2025-05-03,,0
224,999.0,,,-10.0,-1.0,,50.0,1224,,2025-12-21,electronica,0
225,,abc,,400.0,200.0,WEB,,1225,,2025-01-02,,0
226,0.0,-100,,400.0,-1.0,123,-3.0,1226,ok,2025-04-06,???,1
227,999.0,,,-10.0,-1.0,,,1227,,2025-02-09,,0
228,-5.0,,-50.0,,-1.0,,-3.0,1228,12345,2025-01-09,electronica,1
229,25.0,1508.5,65.08,39.0,43.0,móvil,8.0,1229,Excelente atención y variedad de productos.,2025-09-09,Servicios,6
230,9.0,3674.68,26.51,46.0,39.0,tienda_fisica,12.0,1230,"Muy recomendable, volvería a comprar.",2025-06-20,Retail,5
231,4.0,2735.88,269.27,82.0,3.0,tienda_fisica,3.0,1231,"Muy recomendable, volvería a comprar.",2025-07-30,Ropa,5
232,16.0,357.5,297.24,90.0,56.0,tienda_fisica,6.0,1232,Entrega rápida y buen empaque.,2025-04-16,Servicios,5
233,9.0,8777.58,345.82,116.0,58.0,web,15.0,1233,"El servicio fue regular, podría mejorar.",2025-09-27,Hogar,6
234,999.0,,,-10.0,-1.0,movil,50.0,1234,12345,2025-09-24,electronica,1
235,26.0,4577.53,484.71,102.0,45.0,tienda_fisica,5.0,1235,El producto llegó defectuoso.,2025-02-26,Electrónica,4
236,22.0,1544.77,484.0,80.0,72.0,móvil,11.0,1236,"Muy recomendable, volvería a comprar.",2025-03-25,Servicios,5
237,-5.0,,-50.0,-10.0,,movil,50.0,1237,ok,2025-03-05,,1
238,,abc,-50.0,-10.0,,movil,-3.0,1238,12345,2025-06-29,,1
239,3.0,7146.31,88.47,94.0,26.0,tienda_fisica,7.0,1239,Excelente atención y variedad de productos.,2025-10-27,Ropa,6
240,16.0,9332.7,139.39,87.0,50.0,móvil,7.0,1240,"Buen producto, la calidad es excelente y llegó rápido.",2025-07-24,Servicios,9
