cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,reseña_id,texto_reseña,fecha_reseña,producto_categoria,longitud_reseña
64,8,2765.71,253.11,50,44,tienda_fisica,11,1064,"Muy recomendable, volvería a comprar.",2025-12-14,Servicios,5
65,30,1319.9,318.68,4,51,móvil,10,1065,"Muy recomendable, volvería a comprar.",2025-10-16,Servicios,5
66,21,4314.7,436.09,24,7,tienda_fisica,5,1066,"El servicio fue regular, podría mejorar.",2025-07-14,Electrónica,6
67,11,3408.13,442.23,36,54,móvil,5,1067,"Muy recomendable, volvería a comprar.",2025-02-11,Servicios,5
68,12,2281.01,52.94,84,6,móvil,13,1068,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-16,Electrónica,9
69,20,1566.2,80.59,86,15,web,10,1069,"Buen producto, la calidad es excelente y llegó rápido.",2025-04-22,Servicios,9
70,6,6078.63,482.59,92,15,móvil,13,1070,Entrega rápida y buen empaque.,2025-03-25,Retail,5
71,30,3153.97,345.13,49,51,móvil,12,1071,"Buen producto, la calidad es excelente y llegó rápido.",2025-04-12,Electrónica,9
72,4,6987.07,164.76,88,16,web,13,1072,No estoy satisfecho con la compra.,2025-10-17,Ropa,6
73,22,3737.18,262.86,44,2,web,14,1073,El producto llegó defectuoso.,2025-08-04,Retail,4
74,12,6374.07,417.78,91,20,móvil,7,1074,El producto llegó defectuoso.,2025-04-01,Electrónica,4
75,20,8091.58,278.32,62,60,tienda_fisica,7,1075,Relación calidad-precio aceptable.,2025-10-31,Ropa,3
76,27,9349.49,153.89,58,32,móvil,13,1076,No estoy satisfecho con la compra.,2025-08-26,Retail,6
77,11,335.56,428.46,24,63,tienda_fisica,4,1077,El producto llegó defectuoso.,2025-07-01,Ropa,4
78,29,5981.74,442.45,72,2,móvil,9,1078,Relación calidad-precio aceptable.,2025-04-08,Retail,3
79,16,5574.0,135.36,61,63,web,8,1079,El producto llegó defectuoso.,2025-01-09,Servicios,4
80,13,6933.28,166.98,75,48,web,8,1080,No estoy satisfecho con la compra.,2025-10-11,Retail,6
81,24,5526.37,188.87,59,35,tienda_fisica,5,1081,El producto llegó defectuoso.,2025-05-09,Retail,4
82,11,1239.57,277.21,98,24,web,4,1082,No estoy satisfecho con la compra.,2025-04-21,Electrónica,6
83,24,5916.39,384.9,77,37,tienda_fisica,2,1083,Relación calidad-precio aceptable.,2025-04-10,Hogar,3
84,6,3057.56,359.85,17,36,móvil,1,1084,Entrega rápida y buen empaque.,2025-01-28,Servicios,5
85,21,8691.19,255.62,112,2,tienda_fisica,10,1085,Excelente atención y variedad de productos.,2025-05-26,Retail,6
86,11,1884.42,44.66,111,62,móvil,2,1086,"Muy recomendable, volvería a comprar.",2025-02-03,Hogar,5
87,19,6312.98,45.73,20,39,móvil,2,1087,"El servicio fue regular, podría mejorar.",2025-05-08,Hogar,6
88,20,5981.46,316.84,100,67,web,7,1088,El producto llegó defectuoso.,2025-08-19,Ropa,4
89,10,5707.86,48.91,95,13,móvil,13,1089,El producto llegó defectuoso.,2025-04-17,Retail,4
90,22,857.82,135.14,71,10,tienda_fisica,3,1090,Relación calidad-precio aceptable.,2025-01-02,Servicios,3
91,10,374.77,158.29,37,59,móvil,2,1091,"Muy recomendable, volvería a comprar.",2025-12-18,Hogar,5
92,14,1192.02,127.91,20,35,web,14,1092,No estoy satisfecho con la compra.,2025-03-14,Retail,6
93,26,3110.74,379.5,73,37,web,8,1093,Excelente atención y variedad de productos.,2025-03-05,Electrónica,6
94,9,5029.7,257.02,11,6,móvil,15,1094,El producto llegó defectuoso.,2025-08-10,Retail,4
95,1,958.7,481.72,108,3,tienda_fisica,13,1095,Relación calidad-precio aceptable.,2025-12-11,Retail,3
96,25,7574.87,245.84,84,57,móvil,15,1096,"Buen producto, la calidad es excelente y llegó rápido.",2025-05-23,Ropa,9
97,21,8151.74,485.15,61,45,web,7,1097,El producto llegó defectuoso.,2025-06-20,Ropa,4
98,11,4145.87,257.83,85,52,móvil,14,1098,Excelente atención y variedad de productos.,2025-10-09,Electrónica,6
99,11,2561.37,75.64,99,52,web,14,1099,"El servicio fue regular, podría mejorar.",2025-09-21,Hogar,6
100,14,589.33,268.85,80,64,web,11,1100,"Muy recomendable, volvería a comprar.",2025-08-15,Ropa,5
101,18,1353.58,158.25,113,63,web,2,1101,Relación calidad-precio aceptable.,2025-01-15,Servicios,3
102,23,1625.86,284.4,71,53,tienda_fisica,2,1102,No estoy satisfecho con la compra.,2025-04-26,Ropa,6
103,21,8329.82,259.22,92,38,web,9,1103,"El servicio fue regular, podría mejorar.",2025-12-28,Hogar,6
104,16,2475.12,284.61,50,25,móvil,15,1104,"Muy recomendable, volvería a comprar.",2025-11-03,Hogar,5
105,9,7738.12,430.12,44,65,tienda_fisica,5,1105,"El servicio fue regular, podría mejorar.",2025-01-02,Servicios,6
106,28,1528.52,278.52,45,43,móvil,9,1106,"Muy recomendable, volvería a comprar.",2025-10-06,Retail,5
107,28,1927.09,354.8,74,50,móvil,4,1107,Entrega rápida y buen empaque.,2025-07-30,Hogar,5
108,23,9138.63,202.99,85,20,web,8,1108,"Muy recomendable, volvería a comprar.",2025-01-19,Retail,5
109,28,1048.63,425.62,13,68,web,15,1109,Entrega rápida y buen empaque.,2025-08-22,Ropa,5
110,28,6565.07,94.09,61,34,web,6,1110,El producto llegó defectuoso.,2025-11-16,Servicios,4
111,28,3319.23,343.69,69,49,tienda_fisica,6,1111,"El servicio fue regular, podría mejorar.",2025-11-17,Hogar,6
112,20,730.79,322.96,118,37,tienda_fisica,4,1112,"Buen producto, la calidad es excelente y llegó rápido.",2025-02-16,Hogar,9
113,15,1705.33,163.74,4,6,móvil,6,1113,"El servicio fue regular, podría mejorar.",2025-01-29,Electrónica,6
114,14,1498.42,274.96,73,24,móvil,3,1114,Entrega rápida y buen empaque.,2025-03-31,Retail,5
115,20,6847.19,258.88,75,19,web,4,1115,El producto llegó defectuoso.,2025-08-25,Ropa,4
116,9,6685.07,451.48,60,37,tienda_fisica,11,1116,"Muy recomendable, volvería a comprar.",2025-10-07,Retail,5
117,12,9877.13,163.59,55,33,web,8,1117,"Muy recomendable, volvería a comprar.",2025-06-04,Electrónica,5
118,4,2410.2,294.52,74,38,web,12,1118,"Muy recomendable, volvería a comprar.",2025-06-01,Hogar,5
119,1,5680.99,349.18,96,7,web,15,1119,Relación calidad-precio aceptable.,2025-11-07,Hogar,3
120,25,7998.66,311.39,46,29,tienda_fisica,11,1120,Relación calidad-precio aceptable.,2025-04-08,Hogar,3
121,21,1016.78,321.18,6,40,tienda_fisica,13,1121,Excelente atención y variedad de productos.,2025-08-14,Retail,6
122,24,1357.55,456.62,42,54,web,3,1122,Entrega rápida y buen empaque.,2025-04-13,Ropa,5
123,17,5042.86,150.81,22,33,web,15,1123,Entrega rápida y buen empaque.,2025-09-04,Ropa,5
124,15,9630.79,87.56,29,51,móvil,14,1124,"El servicio fue regular, podría mejorar.",2025-10-13,Retail,6
125,1,2681.36,79.32,48,34,móvil,10,1125,El producto llegó defectuoso.,2025-07-15,Electrónica,4
126,22,2376.53,32.01,114,72,tienda_fisica,6,1126,"El servicio fue regular, podría mejorar.",2025-11-09,Retail,6
127,30,7025.72,331.63,15,18,web,1,1127,"Muy recomendable, volvería a comprar.",2025-01-20,Electrónica,5
128,4,2386.26,278.02,50,59,móvil,6,1128,"El servicio fue regular, podría mejorar.",2025-12-10,Hogar,6
129,19,7435.58,94.17,54,13,tienda_fisica,14,1129,El producto llegó defectuoso.,2025-09-08,Ropa,4
130,2,6918.29,124.29,57,31,tienda_fisica,14,1130,Relación calidad-precio aceptable.,2025-07-05,Hogar,3
131,2,4011.49,111.11,16,59,web,2,1131,Entrega rápida y buen empaque.,2025-12-06,Retail,5
132,2,7878.61,136.91,17,27,web,2,1132,"Buen producto, la calidad es excelente y llegó rápido.",2025-10-11,Ropa,9
133,27,8703.47,177.71,19,1,web,5,1133,No estoy satisfecho con la compra.,2025-03-16,Ropa,6
134,26,1786.25,337.31,4,17,web,1,1134,Relación calidad-precio aceptable.,2025-07-03,Ropa,3
135,1,1783.75,45.15,95,54,web,9,1135,Entrega rápida y buen empaque.,2025-02-28,Ropa,5
136,15,7791.27,266.35,14,58,tienda_fisica,9,1136,"Muy recomendable, volvería a comprar.",2025-04-24,Electrónica,5
137,15,6451.24,34.95,62,52,tienda_fisica,7,1137,Relación calidad-precio aceptable.,2025-12-18,Electrónica,3
138,3,8997.7,174.61,19,9,web,3,1138,"Muy recomendable, volvería a comprar.",2025-05-21,Hogar,5
139,13,9946.55,274.67,59,65,tienda_fisica,10,1139,Entrega rápida y buen empaque.,2025-08-09,Ropa,5
140,14,4542.97,129.68,44,59,web,7,1140,No estoy satisfecho con la compra.,2025-08-01,Electrónica,6
141,14,3159.61,142.35,20,61,tienda_fisica,2,1141,Entrega rápida y buen empaque.,2025-02-16,Electrónica,5
142,4,7458.66,198.87,17,72,web,1,1142,El producto llegó defectuoso.,2025-10-28,Electrónica,4
143,22,1266.2,189.73,86,55,tienda_fisica,14,1143,Entrega rápida y buen empaque.,2025-01-27,Ropa,5
144,12,1080.83,263.56,20,62,móvil,4,1144,Relación calidad-precio aceptable.,2025-02-25,Ropa,3
145,4,7637.93,295.57,104,55,móvil,14,1145,Entrega rápida y buen empaque.,2025-10-15,Ropa,5
146,20,9294.39,418.14,35,4,tienda_fisica,3,1146,"Buen producto, la calidad es excelente y llegó rápido.",2025-05-20,Ropa,9
147,12,110.75,437.53,73,52,tienda_fisica,2,1147,Entrega rápida y buen empaque.,2025-03-14,Retail,5
148,24,5328.3,200.57,59,44,tienda_fisica,3,1148,"El servicio fue regular, podría mejorar.",2025-07-09,Electrónica,6
149,29,573.46,95.56,80,7,móvil,11,1149,"El servicio fue regular, podría mejorar.",2025-02-11,Retail,6
150,16,6090.41,218.81,28,66,móvil,2,1150,El producto llegó defectuoso.,2025-06-26,Hogar,4
151,22,6800.94,253.58,86,40,móvil,1,1151,Relación calidad-precio aceptable.,2025-04-23,Electrónica,3
152,1,2084.01,473.76,99,18,móvil,13,1152,"Buen producto, la calidad es excelente y llegó rápido.",2025-05-11,Ropa,9
153,1,4998.98,226.71,17,49,móvil,9,1153,"El servicio fue regular, podría mejorar.",2025-12-27,Retail,6
154,3,4000.86,376.18,56,3,web,8,1154,Entrega rápida y buen empaque.,2025-02-09,Ropa,5
155,19,4074.01,327.27,38,15,móvil,7,1155,El producto llegó defectuoso.,2025-01-11,Ropa,4
156,27,6911.62,193.69,56,14,móvil,4,1156,"Muy recomendable, volvería a comprar.",2025-08-12,Servicios,5
157,13,8711.72,377.99,29,43,tienda_fisica,13,1157,"El servicio fue regular, podría mejorar.",2025-03-28,Hogar,6
158,17,5124.02,454.84,45,45,web,12,1158,"El servicio fue regular, podría mejorar.",2025-11-27,Ropa,6
159,5,2596.88,103.28,20,10,web,3,1159,"El servicio fue regular, podría mejorar.",2025-11-18,Servicios,6
160,22,9245.33,290.96,82,42,móvil,14,1160,"Muy recomendable, volvería a comprar.",2025-11-18,Hogar,5
161,3,4715.76,323.06,102,36,móvil,10,1161,"Muy recomendable, volvería a comprar.",2025-01-29,Servicios,5
162,10,4644.34,38.05,48,37,móvil,2,1162,"El servicio fue regular, podría mejorar.",2025-11-27,Ropa,6
163,15,5824.28,478.03,95,6,web,8,1163,El producto llegó defectuoso.,2025-10-20,Ropa,4
164,20,4782.51,92.41,8,58,tienda_fisica,2,1164,Entrega rápida y buen empaque.,2025-06-25,Servicios,5
165,2,2515.05,230.12,57,68,tienda_fisica,9,1165,Excelente atención y variedad de productos.,2025-11-09,Electrónica,6
166,30,2864.79,216.21,44,7,web,13,1166,Entrega rápida y buen empaque.,2025-11-20,Retail,5
167,11,990.33,345.62,37,33,tienda_fisica,12,1167,"El servicio fue regular, podría mejorar.",2025-12-03,Retail,6
168,3,5848.26,87.89,45,40,tienda_fisica,11,1168,Entrega rápida y buen empaque.,2025-12-24,Servicios,5
169,20,7102.9,60.67,72,49,tienda_fisica,11,1169,Excelente atención y variedad de productos.,2025-06-18,Hogar,6
170,21,6721.04,264.07,3,47,web,5,1170,"El servicio fue regular, podría mejorar.",2025-04-03,Ropa,6
171,7,2304.1,86.03,10,38,web,14,1171,"Muy recomendable, volvería a comprar.",2025-02-21,Retail,5
172,22,3400.81,387.83,17,49,tienda_fisica,3,1172,"Buen producto, la calidad es excelente y llegó rápido.",2025-03-25,Ropa,9
173,24,4404.85,217.21,87,31,web,8,1173,Excelente atención y variedad de productos.,2025-11-09,Ropa,6
174,18,2429.73,483.49,101,61,móvil,15,1174,No estoy satisfecho con la compra.,2025-04-10,Hogar,6
175,15,7705.91,393.5,65,68,móvil,7,1175,"Muy recomendable, volvería a comprar.",2025-03-24,Ropa,5
176,28,2537.53,327.77,112,48,web,9,1176,Excelente atención y variedad de productos.,2025-02-22,Ropa,6
177,10,884.56,96.95,58,66,tienda_fisica,3,1177,"El servicio fue regular, podría mejorar.",2025-08-12,Ropa,6
178,29,3528.37,32.8,7,51,web,9,1178,"Muy recomendable, volvería a comprar.",2025-07-11,Servicios,5
179,12,2284.16,172.97,13,43,web,13,1179,"El servicio fue regular, podría mejorar.",2025-03-16,Hogar,6
180,30,8306.13,354.11,18,61,web,8,1180,Relación calidad-precio aceptable.,2025-11-12,Electrónica,3
181,9,2195.76,91.77,94,68,web,7,1181,"Buen producto, la calidad es excelente y llegó rápido.",2025-02-26,Electrónica,9
182,4,525.11,221.52,102,59,móvil,2,1182,Relación calidad-precio aceptable.,2025-02-26,Servicios,3
183,21,5177.99,136.13,19,38,móvil,7,1183,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-01,Ropa,9
184,19,4194.85,338.9,11,68,tienda_fisica,6,1184,No estoy satisfecho con la compra.,2025-02-04,Retail,6
185,13,8739.65,40.9,50,48,tienda_fisica,5,1185,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-09,Ropa,9
186,8,7342.76,321.56,99,43,móvil,3,1186,Entrega rápida y buen empaque.,2025-01-23,Electrónica,5
187,27,6445.82,418.58,88,60,móvil,12,1187,Entrega rápida y buen empaque.,2025-09-03,Ropa,5
188,3,7174.65,472.93,5,38,tienda_fisica,4,1188,Excelente atención y variedad de productos.,2025-01-23,Servicios,6
189,30,3135.26,211.15,105,70,web,8,1189,Entrega rápida y buen empaque.,2025-05-10,Electrónica,5
190,12,8628.28,42.95,84,43,web,5,1190,Relación calidad-precio aceptable.,2025-03-05,Servicios,3
191,24,4425.38,479.11,44,24,móvil,8,1191,El producto llegó defectuoso.,2025-12-21,Hogar,4
192,26,871.98,223.76,56,24,móvil,9,1192,Relación calidad-precio aceptable.,2025-05-31,Retail,3
193,11,6626.15,167.12,78,55,móvil,3,1193,"El servicio fue regular, podría mejorar.",2025-12-20,Electrónica,6
194,2,7281.8,457.57,79,56,móvil,5,1194,"Muy recomendable, volvería a comprar.",2025-11-24,Retail,5
195,12,5155.21,379.95,21,4,web,3,1195,El producto llegó defectuoso.,2025-11-08,Electrónica,4
196,5,718.97,393.69,47,47,tienda_fisica,7,1196,"Buen producto, la calidad es excelente y llegó rápido.",2025-10-18,Hogar,9
197,22,4526.73,198.06,57,10,web,10,1197,Excelente atención y variedad de productos.,2025-03-12,Ropa,6
198,11,6513.13,139.81,15,4,tienda_fisica,12,1198,El producto llegó defectuoso.,2025-04-06,Retail,4
199,30,5638.64,145.65,34,58,móvil,4,1199,El producto llegó defectuoso.,2025-11-10,Ropa,4
200,4,1400.5,55.54,23,57,móvil,2,1200,No estoy satisfecho con la compra.,2025-12-16,Hogar,6
201,18,5444.61,447.84,109,21,móvil,12,1201,"El servicio fue regular, podría mejorar.",2025-12-30,Retail,6
202,17,2281.2,492.86,102,18,tienda_fisica,4,1202,Entrega rápida y buen empaque.,2025-09-10,Servicios,5
203,15,8046.43,284.79,79,12,web,2,1203,Entrega rápida y buen empaque.,2025-06-08,Retail,5
204,25,4123.86,295.95,17,41,móvil,11,1204,El producto llegó defectuoso.,2025-02-07,Hogar,4
205,5,8785.7,394.53,82,24,móvil,13,1205,Entrega rápida y buen empaque.,2025-03-08,Hogar,5
206,27,1285.4,93.45,22,21,móvil,6,1206,"Buen producto, la calidad es excelente y llegó rápido.",2025-12-30,Ropa,9
207,28,834.66,114.22,71,36,web,3,1207,Relación calidad-precio aceptable.,2025-11-17,Retail,3
208,17,6427.82,304.07,75,20,móvil,3,1208,"El servicio fue regular, podría mejorar.",2025-12-04,Ropa,6
209,27,9243.1,39.77,111,4,tienda_fisica,2,1209,Entrega rápida y buen empaque.,2025-01-24,Ropa,5
210,21,2147.54,294.63,80,4,tienda_fisica,8,1210,Relación calidad-precio aceptable.,2025-11-18,Ropa,3
211,16,2486.54,407.53,52,39,tienda_fisica,8,1211,Relación calidad-precio aceptable.,2025-02-07,Retail,3
212,15,4185.44,242.93,44,19,tienda_fisica,6,1212,Excelente atención y variedad de productos.,2025-06-13,Electrónica,6
213,5,7618.62,267.19,14,41,tienda_fisica,4,1213,El producto llegó defectuoso.,2025-08-27,Retail,4
214,8,1451.73,44.29,50,54,web,4,1214,"Muy recomendable, volvería a comprar.",2025-03-23,Retail,5
215,7,7643.06,259.17,66,60,móvil,8,1215,Entrega rápida y buen empaque.,2025-06-07,Ropa,5
216,13,5079.17,484.01,28,46,móvil,1,1216,"El servicio fue regular, podría mejorar.",2025-01-26,Electrónica,6
217,10,5390.07,426.64,56,18,móvil,15,1217,"Muy recomendable, volvería a comprar.",2025-05-16,Hogar,5
218,12,500.16,44.56,72,25,tienda_fisica,6,1218,El producto llegó defectuoso.,2025-10-11,Retail,4
219,17,4531.03,283.93,106,16,móvil,3,1219,El producto llegó defectuoso.,2025-02-19,Electrónica,4
220,18,9392.54,382.38,26,66,móvil,7,1220,Entrega rápida y buen empaque.,2025-09-14,Retail,5
221,5,7150.24,405.9,67,59,web,3,1221,"Buen producto, la calidad es excelente y llegó rápido.",2025-11-07,Electrónica,9
222,30,6150.03,98.0,79,39,tienda_fisica,10,1222,Entrega rápida y buen empaque.,2025-06-22,Servicios,5
223,23,5651.1,247.95,3,48,tienda_fisica,6,1223,"Muy recomendable, volvería a comprar.",2025-12-11,Ropa,5
224,26,8992.73,438.61,81,4,web,10,1224,Relación calidad-precio aceptable.,2025-08-31,Hogar,3
225,24,560.98,250.62,68,49,móvil,3,1225,No estoy satisfecho con la compra.,2025-12-15,Ropa,6
226,7,238.43,170.57,20,53,web,12,1226,"El servicio fue regular, podría mejorar.",2025-04-15,Electrónica,6
227,28,8491.35,369.15,91,18,móvil,9,1227,"Muy recomendable, volvería a comprar.",2025-04-17,Ropa,5
228,17,3799.41,479.21,59,69,tienda_fisica,6,1228,"Muy recomendable, volvería a comprar.",2025-10-07,Retail,5
229,7,9575.51,153.92,39,29,móvil,5,1229,"Muy recomendable, volvería a comprar.",2025-05-28,Retail,5
230,11,4824.04,289.03,120,36,tienda_fisica,5,1230,"Muy recomendable, volvería a comprar.",2025-03-04,Servicios,5
231,29,9802.6,412.82,99,19,tienda_fisica,5,1231,El producto llegó defectuoso.,2025-01-22,Ropa,4
232,30,4451.64,143.09,62,28,móvil,4,1232,Entrega rápida y buen empaque.,2025-10-03,Electrónica,5
233,5,1136.8,375.63,31,32,móvil,1,1233,Relación calidad-precio aceptable.,2025-12-09,Ropa,3
234,2,1046.97,178.54,61,13,tienda_fisica,11,1234,No estoy satisfecho con la compra.,2025-03-12,Servicios,6
235,14,6546.28,442.71,61,62,web,11,1235,Excelente atención y variedad de productos.,2025-04-13,Ropa,6
236,21,638.67,388.99,84,30,móvil,9,1236,Relación calidad-precio aceptable.,2025-01-20,Retail,3
237,30,9200.37,498.64,51,64,web,3,1237,Excelente atención y variedad de productos.,2025-05-29,Hogar,6
238,19,6047.69,465.66,43,37,web,8,1238,Relación calidad-precio aceptable.,2025-11-25,Electrónica,3
239,29,9388.68,428.51,60,35,tienda_fisica,4,1239,"Muy recomendable, volvería a comprar.",2025-02-27,Ropa,5
240,21,2609.79,109.38,95,44,móvil,13,1240,"Muy recomendable, volvería a comprar.",2025-06-01,Servicios,5
241,20,8568.66,450.58,106,55,tienda_fisica,9,1241,Excelente atención y variedad de productos.,2025-06-17,Servicios,6
